master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
s6a_001_069,S6a,001/069,ポケモン,草,カイロス,U,E,
s6a_002_069,S6a,002/069,ポケモン,草,リーフィアV,RR,E,
s6a_003_069,S6a,003/069,ポケモン,草,リーフィアVMAX,RRR,E,
s6a_004_069,S6a,004/069,ポケモン,草,クルミル,C,E,
s6a_005_069,S6a,005/069,ポケモン,草,クルマユ,C,E,
s6a_006_069,S6a,006/069,ポケモン,草,ハハコモリ,U,E,
s6a_007_069,S6a,007/069,ポケモン,草,シズクモ,C,E,
s6a_008_069,S6a,008/069,ポケモン,草,オニシズクモ,C,E,
s6a_009_069,S6a,009/069,ポケモン,草,ヒメンカ,C,E,
s6a_010_069,S6a,010/069,ポケモン,草,ワタシラガ,R,E,
s6a_011_069,S6a,011/069,ポケモン,炎,ブースターV,RR,E,
s6a_012_069,S6a,012/069,ポケモン,炎,マグマッグ,C,E,
s6a_013_069,S6a,013/069,ポケモン,炎,マグカルゴ,C,E,
s6a_014_069,S6a,014/069,ポケモン,炎,エンテイ,R,E,
s6a_015_069,S6a,015/069,ポケモン,水,シャワーズV,RR,E,
s6a_016_069,S6a,016/069,ポケモン,水,マリル,C,E,
s6a_017_069,S6a,017/069,ポケモン,水,マリルリ,C,E,
s6a_018_069,S6a,018/069,ポケモン,水,マンタイン,C,E,
s6a_019_069,S6a,019/069,ポケモン,水,ミズゴロウ,C,E,
s6a_020_069,S6a,020/069,ポケモン,水,ヌマクロー,U,E,
s6a_021_069,S6a,021/069,ポケモン,水,ラグラージ,R,E,
s6a_022_069,S6a,022/069,ポケモン,水,ヒンバス,C,E,
s6a_023_069,S6a,023/069,ポケモン,水,ミロカロス,U,E,
s6a_024_069,S6a,024/069,ポケモン,水,グレイシアV,RR,E,
s6a_025_069,S6a,025/069,ポケモン,水,グレイシアVMAX,RRR,E,
s6a_026_069,S6a,026/069,ポケモン,雷,ピカチュウ,C,E,
s6a_027_069,S6a,027/069,ポケモン,雷,ライチュウ,R,E,
s6a_028_069,S6a,028/069,ポケモン,雷,ビリリダマ,C,E,
s6a_029_069,S6a,029/069,ポケモン,雷,マルマイン,U,E,
s6a_030_069,S6a,030/069,ポケモン,雷,サンダースV,RR,E,
s6a_031_069,S6a,031/069,ポケモン,雷,ロトム,C,E,
s6a_032_069,S6a,032/069,ポケモン,雷,シビシラス,C,E,
s6a_033_069,S6a,033/069,ポケモン,雷,シビビール,C,E,
s6a_034_069,S6a,034/069,ポケモン,雷,シビルドン,U,E,
s6a_035_069,S6a,035/069,ポケモン,超,エーフィV,RR,E,
s6a_036_069,S6a,036/069,ポケモン,超,クチート,C,E,
s6a_037_069,S6a,037/069,ポケモン,超,フラベベ,C,E,
s6a_038_069,S6a,038/069,ポケモン,超,フラエッテ,U,E,
s6a_039_069,S6a,039/069,ポケモン,超,フラージェス,R,E,
s6a_040_069,S6a,040/069,ポケモン,超,ニンフィアV,RR,E,
s6a_041_069,S6a,041/069,ポケモン,超,ニンフィアVMAX,RRR,E,
