master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
s8b_001_184,S8b,001/184,ポケモン,草,ビードル,-,E,False
s8b_002_184,S8b,002/184,ポケモン,草,コクーン,-,E,False
s8b_003_184,S8b,003/184,ポケモン,草,スピアー,-,E,False
s8b_004_184,S8b,004/184,ポケモン,草,コロトックV,RR,E,False
s8b_005_184,S8b,005/184,ポケモン,草,チェリンボ,-,E,False
s8b_006_184,S8b,006/184,ポケモン,草,チェリム,-,E,False
s8b_007_184,S8b,007/184,ポケモン,草,ユキカブリ,-,E,False
s8b_008_184,S8b,008/184,ポケモン,草,ユキノオー,-,E,False
s8b_009_184,S8b,009/184,ポケモン,草,サッチムシ,-,E,False
s8b_010_184,S8b,010/184,ポケモン,草,イオルブV,RR,D,False
s8b_011_184,S8b,011/184,ポケモン,草,イオルブVMAX,RRR,D,False
s8b_012_184,S8b,012/184,ポケモン,草,カジッチュ,-,D,False
s8b_013_184,S8b,013/184,ポケモン,草,アップリュー,-,D,False
s8b_014_184,S8b,014/184,ポケモン,草,ザルード,-,E,False
s8b_015_184,S8b,015/184,ポケモン,炎,ヒトカゲ,-,D,False
s8b_016_184,S8b,016/184,ポケモン,炎,リザード,-,D,False
s8b_017_184,S8b,017/184,ポケモン,炎,リザードン,-,D,False
s8b_018_184,S8b,018/184,ポケモン,炎,ブースター,-,D,False
s8b_019_184,S8b,019/184,ポケモン,炎,バシャーモV,RR,E,False
s8b_020_184,S8b,020/184,ポケモン,炎,バシャーモVMAX,RRR,E,False
s8b_021_184,S8b,021/184,ポケモン,炎,ポワルン たいようのすがた,-,E,False
s8b_022_184,S8b,022/184,ポケモン,炎,マルヤクデV,RR,D,False
s8b_023_184,S8b,023/184,ポケモン,炎,マルヤクデVMAX,RRR,D,False
s8b_024_184,S8b,024/184,ポケモン,水,タッツー,-,E,False
s8b_025_184,S8b,025/184,ポケモン,水,シードラ,-,E,False
s8b_026_184,S8b,026/184,ポケモン,水,キングドラ,-,E,False
s8b_027_184,S8b,027/184,ポケモン,水,ガラルバリヤード,-,E,False
s8b_028_184,S8b,028/184,ポケモン,水,ガラルバリコオル,-,E,False
s8b_029_184,S8b,029/184,ポケモン,水,シャワーズ,-,D,False
s8b_030_184,S8b,030/184,ポケモン,水,テッポウオ,-,E,False
s8b_031_184,S8b,031/184,ポケモン,水,オクタン,-,E,False
s8b_032_184,S8b,032/184,ポケモン,水,ポワルン あまみずのすがた,-,E,False
s8b_033_184,S8b,033/184,ポケモン,水,ポワルン ゆきぐものすがた,-,E,False
s8b_034_184,S8b,034/184,ポケモン,水,ユキワラシ,-,E,False
s8b_035_184,S8b,035/184,ポケモン,水,ユキメノコ,-,E,False
s8b_036_184,S8b,036/184,ポケモン,水,メッソン,-,E,False
s8b_037_184,S8b,037/184,ポケモン,水,ジメレオン,-,E,False
s8b_038_184,S8b,038/184,ポケモン,水,インテレオン,-,E,False
s8b_039_184,S8b,039/184,ポケモン,水,ユキハミ,-,D,False
s8b_040_184,S8b,040/184,ポケモン,水,モスノウ,-,D,False
s8b_041_184,S8b,041/184,ポケモン,水,コオリッポ,-,E,False
s8b_042_184,S8b,042/184,ポケモン,水,れんげきウーラオス,-,E,False
s8b_043_184,S8b,043/184,ポケモン,水,はくばバドレックスV,RR,E,False
s8b_044_184,S8b,044/184,ポケモン,水,はくばバドレックスVMAX,RRR,E,False
s8b_045_184,S8b,045/184,ポケモン,雷,ピカチュウV,RR,D,False
s8b_046_184,S8b,046/184,ポケモン,雷,ピカチュウVMAX,RRR,D,False
s8b_047_184,S8b,047/184,ポケモン,雷,ビリリダマ,-,D,False
s8b_048_184,S8b,048/184,ポケモン,雷,マルマイン,-,D,False
s8b_049_184,S8b,049/184,ポケモン,雷,サンダース,-,D,False
s8b_050_184,S8b,050/184,ポケモン,雷,サンダー,-,D,False
s8b_051_184,S8b,051/184,ポケモン,雷,メリープ,-,E,False
s8b_052_184,S8b,052/184,ポケモン,雷,モココ,-,E,False
s8b_053_184,S8b,053/184,ポケモン,雷,ゼクロム,-,D,False
s8b_054_184,S8b,054/184,ポケモン,雷,ゼラオラV,RR,E,False
s8b_055_184,S8b,055/184,ポケモン,雷,パルスワンV,RR,D,False
s8b_056_184,S8b,056/184,ポケモン,雷,モルペコV-UNION,RRR,E,False
s8b_057_184,S8b,057/184,ポケモン,雷,モルペコV-UNION,RRR,E,False
s8b_058_184,S8b,058/184,ポケモン,雷,モルペコV-UNION,RRR,E,False
s8b_059_184,S8b,059/184,ポケモン,雷,モルペコV-UNION,RRR,E,False
s8b_060_184,S8b,060/184,ポケモン,超,ガラルフリーザーV,RR,E,False
s8b_061_184,S8b,061/184,ポケモン,超,ラルトス,-,E,False
s8b_062_184,S8b,062/184,ポケモン,超,キルリア,-,E,False
s8b_063_184,S8b,063/184,ポケモン,超,サーナイト,-,E,False
s8b_064_184,S8b,064/184,ポケモン,超,カゲボウズ,-,E,False
s8b_065_184,S8b,065/184,ポケモン,超,ジュペッタ,-,E,False
s8b_066_184,S8b,066/184,ポケモン,超,ヨマワル,-,D,False
s8b_067_184,S8b,067/184,ポケモン,超,サマヨール,-,D,False
s8b_068_184,S8b,068/184,ポケモン,超,ヨノワール,-,D,False
s8b_069_184,S8b,069/184,ポケモン,超,クレセリア,-,E,False
s8b_070_184,S8b,070/184,ポケモン,超,シンボラー,-,D,False
s8b_071_184,S8b,071/184,ポケモン,超,マーイーカ,-,E,False
s8b_072_184,S8b,072/184,ポケモン,超,カラマネロ,-,E,False
s8b_073_184,S8b,073/184,ポケモン,超,デデンネ,-,E,False
s8b_074_184,S8b,074/184,ポケモン,超,ニンフィアV,RR,E,False
s8b_075_184,S8b,075/184,ポケモン,超,ニンフィアVMAX,RRR,E,False
s8b_076_184,S8b,076/184,ポケモン,超,ミミッキュV,RR,E,False
s8b_077_184,S8b,077/184,ポケモン,超,ミミッキュVMAX,RRR,E,False
s8b_078_184,S8b,078/184,ポケモン,超,レドームシ,-,E,False
s8b_079_184,S8b,079/184,ポケモン,超,イオルブ,-,E,False
s8b_080_184,S8b,080/184,ポケモン,超,マホミル,-,E,False
s8b_081_184,S8b,081/184,ポケモン,超,マホイップ,-,E,False
s8b_082_184,S8b,082/184,ポケモン,超,こくばバドレックスV,RR,E,False
s8b_083_184,S8b,083/184,ポケモン,超,こくばバドレックスVMAX,RRR,E,False
s8b_084_184,S8b,084/184,ポケモン,闘,ガラルサンダーV,RR,E,False
s8b_085_184,S8b,085/184,ポケモン,闘,エルレイド,-,E,False
s8b_086_184,S8b,086/184,ポケモン,闘,イワンコ,-,E,False
s8b_087_184,S8b,087/184,ポケモン,闘,ルガルガン,-,E,False
s8b_088_184,S8b,088/184,ポケモン,闘,ナゲツケサル,-,E,False
